formula,target
Mg0.76 Al0.12 Ga0.12 ,1.0
Al0.9 Fe0.05 Ni0.05 ,2.0
Al0.9 Co0.1 ,2.0
Al0.6 Si0.3 Cr0.1 ,1.0
Al0.87 Co0.04 Ni0.09 ,2.0
Al0.86 Ni0.09 La0.025 Ce0.025 ,0.0
Al0.88 Co0.1 Ce0.02 ,2.0
Be0.42 Ti0.58 ,2.0
Al0.85 Ca0.1 Ni0.05 ,1.0
Al0.9 Co0.05 Ni0.05 ,2.0
Al0.65 Si0.25 Mn0.1 ,1.0
Al0.55 Si0.35 Cr0.1 ,1.0
Al0.86 Fe0.04 Co0.1 ,2.0
Al0.52 Si0.38 Cr0.1 ,1.0
Be0.35 Si0.15 Ti0.5 ,2.0
Al0.85 Ca0.1 Cu0.05 ,1.0
Al0.9 Ni0.1 ,2.0
Al0.6 Si0.3 Mn0.1 ,1.0
Al0.89 Co0.01 Ni0.1 ,2.0
Al0.8875 Ca0.0125 Ni0.1 ,2.0
Al0.89 Fe0.06 Ni0.05 ,2.0
Al0.88 Co0.02 Ni0.1 ,1.0
Al0.875 Ca0.025 Ni0.1 ,2.0
Al0.86 Cr0.14 ,2.0
Al0.87 Co0.03 Ni0.1 ,1.0
Al0.85 Ca0.1 Zn0.05 ,1.0
Mg0.85 Cu0.15 ,2.0
Al0.89 Fe0.05 Ni0.06 ,2.0
Al0.75 Si0.15 Co0.1 ,1.0
Al0.55 Si0.35 Mn0.1 ,1.0
Al0.88 Co0.11 Ni0.01 ,2.0
Al0.88 Fe0.12 ,2.0
Al0.88 Mn0.06 Co0.06 ,2.0
Al0.86 Fe0.04 Ni0.1 ,1.0
Al0.87 Fe0.02 Co0.11 ,1.0
Mg0.84 Cu0.15 Y0.01 ,2.0
Al0.89 Co0.06 Ni0.05 ,2.0
Al0.86 Fe0.12 Ni0.02 ,2.0
Al0.89 Co0.05 Ni0.06 ,2.0
Mg0.8 Ca0.1 Zn0.1 ,1.0
Al0.87 V0.08 Cu0.05 ,2.0
Al0.875 Fe0.02 Ni0.105 ,1.0
Al0.79 Si0.11 Ni0.1 ,1.0
Al0.87 Mn0.025 Ni0.105 ,1.0
Be0.41 Ti0.59 ,1.0
Al0.88 Mn0.06 Ni0.06 ,2.0
Al0.88 Fe0.06 Co0.06 ,2.0
Al0.88 Cu0.1 Ce0.02 ,2.0
Al0.85 Cr0.15 ,2.0
Al0.88 Co0.01 Ni0.11 ,1.0
Al0.88 Fe0.06 Ni0.06 ,2.0
Al0.88 Co0.12 ,2.0
Al0.87 Co0.02 Ni0.11 ,1.0
Mg0.85 Zn0.15 ,2.0
Mg0.9 Y0.1 ,2.0
Al0.88 Fe0.05 Ni0.07 ,2.0
Al0.86 Co0.03 Ni0.11 ,1.5
Al0.86 Fe0.02 Co0.12 ,1.5
Mg0.89 Cu0.01 Y0.1 ,2.0
Al0.88 Co0.07 Ni0.05 ,2.0
Al0.88 Co0.06 Ni0.06 ,2.0
B0.5 C0.08 Ni0.42 ,2.0
Al0.66 Si0.24 Ni0.1 ,1.0
Al0.75 Si0.1 Cr0.15 ,2.0
Al0.84 Fe0.04 Co0.12 ,2.0
Al0.88 Co0.05 Ni0.07 ,1.0
Mg0.8 Al0.05 Zn0.15 ,2.0
Mg0.88 Mn0.02 Y0.1 ,1.0
Al0.84 Cr0.16 ,2.0
Al0.865 Mn0.02 Ni0.115 ,1.0
B0.46 C0.12 Ni0.42 ,1.0
Al0.87 V0.05 Cu0.08 ,2.0
Be0.4 Ti0.6 ,1.0
Al0.7 Si0.15 Cr0.15 ,2.0
Al0.88 Ni0.12 ,2.0
Al0.8 Ti0.2 ,2.0
Mg0.75 Al0.1 Zn0.15 ,1.0
Al0.85 V0.1 Cu0.05 ,1.0
Mg0.865 Mn0.06 Y0.075 ,1.0
Al0.875 Fe0.005 Ni0.12 ,1.0
Al0.63 Si0.25 Fe0.12 ,1.0
Al0.49 Si0.41 Co0.1 ,1.0
Mg0.86 Mn0.04 Y0.1 ,1.0
Al0.87 Co0.01 Ni0.12 ,1.0
B0.42 C0.16 Ni0.42 ,1.0
Al0.68 Si0.17 Cr0.15 ,2.0
Al0.87 Fe0.06 Ni0.07 ,2.0
Al0.86 Co0.02 Ni0.12 ,1.0
B0.4 Al0.24 Co0.36 ,1.0
Al0.86 Mn0.06 Co0.08 ,2.0
Mg0.7 Al0.15 Zn0.15 ,2.0
Al0.85 Ca0.05 Ni0.1 ,2.0
Al0.65 Si0.2 Cr0.15 ,2.0
Al0.87 Fe0.05 Ni0.08 ,2.0
Al0.85 Fe0.03 Ni0.12 ,1.5
Al0.84 Fe0.14 Ce0.02 ,2.0
Al0.86 Mn0.08 Ni0.06 ,2.0
Al0.867 Fe0.01 Ni0.123 ,1.0
Al0.83 Cr0.17 ,2.0
Al0.63 Si0.22 Cr0.15 ,2.0
Al0.84 Fe0.04 Ni0.12 ,2.0
Al0.86 Fe0.08 Co0.06 ,2.0
Al0.66 Si0.2 Mn0.14 ,1.0
Al0.865 Mn0.01 Ni0.125 ,1.0
Al0.6 Si0.25 Cr0.15 ,1.0
Al0.87 Co0.05 Ni0.08 ,2.0
Be0.35 Si0.1 Ti0.55 ,2.0
Al0.86 Fe0.06 Co0.08 ,2.0
Al0.86 Mn0.06 Ni0.08 ,2.0
Al0.86 Fe0.08 Ni0.06 ,2.0
Mg0.85 Ni0.1 Y0.05 ,1.0
Al0.55 Si0.3 Cr0.15 ,1.0
Al0.86 Fe0.07 Ni0.07 ,2.0
Al0.86 Co0.14 ,2.0
Al0.86 Co0.01 Ni0.13 ,2.0
Be0.39 Ti0.61 ,1.0
Al0.86 Fe0.06 Ni0.08 ,2.0
Al0.85 Fe0.02 Ni0.13 ,2.0
Al0.5 Si0.35 Cr0.15 ,1.0
Al0.84 Fe0.02 Co0.14 ,2.0
Al0.86 Fe0.05 Ni0.09 ,2.0
Al0.65 Si0.2 Mn0.15 ,1.0
Al0.84 Fe0.03 Ni0.13 ,2.0
Al0.83 Mn0.04 Ni0.13 ,2.0
Al0.85 Mn0.07 Ni0.08 ,2.0
Al0.86 Co0.05 Ni0.09 ,2.0
Mg0.85 Cu0.1 Y0.05 ,1.0
Mg0.9 Ni0.05 La0.05 ,2.0
Al0.9 Ni0.05 Y0.05 ,1.0
Al0.6 Si0.25 Mn0.15 ,1.0
Al0.45 Si0.4 Cr0.15 ,2.0
Mg0.845 Mn0.08 Y0.075 ,2.0
Al0.92 Y0.08 ,1.0
Al0.81 Cr0.19 ,2.0
Mg0.9 Y0.05 Ag0.05 ,2.0
Al0.86 Ni0.14 ,2.0
Mg0.9 Ni0.05 Ce0.05 ,2.0
Al0.9 Ni0.05 Zr0.05 ,2.0
Al0.55 Si0.3 Mn0.15 ,1.0
Al0.58 Si0.25 Cr0.17 ,1.0
Mg0.76 Al0.08 Ga0.16 ,1.0
Al0.7 Si0.17 Ni0.13 ,1.0
Al0.85 Co0.01 Ni0.14 ,2.0
Al0.84 Fe0.02 Ni0.14 ,1.5
Al0.7659999999999999 Si0.06 Mn0.174 ,2.0
Al0.5 Si0.35 Mn0.15 ,1.0
Mg0.9 Cu0.05 Ce0.05 ,2.0
Al0.85 Fe0.05 Ni0.1 ,2.0
Al0.85 Co0.1 Ni0.05 ,2.0
Be0.38 Ti0.62 ,1.0
Al0.84 Mn0.08 Ni0.08 ,2.0
Al0.83 Fe0.03 Ni0.14 ,2.0
Al0.746 Si0.08 Mn0.174 ,2.0
Al0.7859999999999999 Si0.04 Mn0.174 ,2.0
Al0.82 Fe0.04 Ni0.14 ,1.5
Al0.725 Si0.101 Mn0.174 ,2.0
Al0.6 Si0.22 Cr0.18 ,2.0
Al0.85 Co0.05 Ni0.1 ,2.0
Si0.85 Ti0.15 ,1.0
Al0.8 Ca0.1 Ni0.1 ,2.0
Mg0.9 Ni0.05 Nd0.05 ,2.0
Al0.8 Cr0.2 ,2.0
Al0.45 Si0.4 Mn0.15 ,2.0
Mg0.8 Ni0.2 ,1.0
Al0.706 Si0.12 Mn0.174 ,2.0
Al0.84 Mn0.06 Ni0.1 ,2.0
Al0.6859999999999999 Si0.14 Mn0.174 ,2.0
Al0.84 Fe0.08 Ni0.08 ,2.0
Al0.6659999999999999 Si0.16 Mn0.174 ,2.0
Be0.375 Ti0.625 ,1.0
Mg0.9 Cu0.05 Nd0.05 ,2.0
Al0.75 Si0.05 Cr0.2 ,2.0
Al0.95 Ce0.05 ,2.0
B0.42 C0.14 Ni0.44 ,1.0
Al0.63 Si0.18 Cr0.19 ,2.0
Al0.84 Ni0.15 Nd0.01 ,1.0
Al0.62 Si0.19 Cr0.19 ,2.0
Al0.84 Fe0.06 Ni0.1 ,2.0
Al0.91 Ni0.04 La0.05 ,1.0
Al0.83 Ni0.15 Zr0.02 ,2.0
Be0.35 Si0.05 Ti0.6 ,1.0
Mg0.8 Mn0.15 Y0.05 ,2.0
Al0.8 V0.15 Cu0.05 ,2.0
Al0.7 Si0.1 Cr0.2 ,2.0
Mg0.86 Mn0.02 Y0.12 ,1.0
Al0.59 Si0.22 Cr0.19 ,2.0
Al0.84 Co0.08 Ni0.08 ,2.0
Mg0.825 Mn0.1 Y0.075 ,2.0
Be0.37 Ti0.63 ,1.0
Al0.91 Y0.09 ,1.0
Al0.91 Ni0.04 Ce0.05 ,1.0
Al0.65 Si0.15 Cr0.2 ,2.0
Mg0.875 Y0.125 ,2.0
Al0.7 Si0.15 Ni0.15 ,1.0
Al0.6 Si0.2 Cr0.2 ,2.0
Al0.88 Ni0.07 Zr0.05 ,1.0
Be0.3 Si0.15 Ti0.55 ,2.0
Mg0.8 Cu0.2 ,1.0
Al0.58 Si0.22 Cr0.2 ,2.0
Al0.675 Si0.175 Ni0.15 ,1.0
Mg0.79 Cu0.2 Y0.01 ,1.0
Al0.665 Si0.185 Ni0.15 ,1.0
Al0.83 Cu0.15 Ce0.02 ,2.0
Al0.82 Ni0.16 La0.02 ,1.0
Al0.55 Si0.25 Cr0.2 ,2.0
Al0.65 Si0.2 Ni0.15 ,1.0
Al0.82 Mn0.08 Ni0.1 ,2.0
Al0.875 Ni0.075 Zr0.05 ,2.0
Mg0.84 Mn0.06 Y0.1 ,1.0
Al0.61 Si0.18 Cr0.21 ,2.0
Al0.8 Ni0.16 Nd0.04 ,1.0
Mg0.85 Ni0.05 Y0.1 ,1.0
Al0.82 Mn0.06 Ni0.12 ,2.0
Mg0.88 Ni0.07 Nd0.05 ,1.0
Mg0.85 Cu0.05 Y0.1 ,1.0
Al0.8 Mn0.15 Ni0.05 ,2.0
Al0.65 Si0.15 Mn0.2 ,2.0
Al0.45 Si0.35 Cr0.2 ,2.0
B0.54 Ni0.46 ,2.0
Al0.65 Si0.19 Ni0.16 ,1.0
Al0.6 Si0.2 Mn0.2 ,2.0
Mg0.925 Nd0.075 ,2.0
Al0.9 Y0.1 ,1.0
Mg0.8 Zn0.2 ,2.0
Al0.8 V0.1 Cu0.1 ,1.0
Si0.8 Ti0.2 ,1.0
Mg0.75 Al0.05 Zn0.2 ,1.0
Al0.55 Si0.25 Mn0.2 ,1.0
B0.46 C0.08 Ni0.46 ,2.0
Al0.53 Si0.27 Mn0.2 ,1.0
Al0.87 Ni0.03 Y0.1 ,1.0
Mg0.9 Ni0.025 Nd0.075 ,1.0
Al0.7 Ti0.3 ,2.0
Mg0.7 Al0.1 Zn0.2 ,1.0
Al0.94 Ce0.06 ,2.0
Al0.5 Si0.3 Mn0.2 ,1.0
Al0.86 Ni0.09 Zr0.05 ,1.0
Be0.35 Ti0.65 ,2.0
B0.42 C0.12 Ni0.46 ,1.0
B0.36 C0.16 Co0.48 ,2.0
Al0.57 Si0.2 Cr0.23 ,2.0
Mg0.82 Mn0.08 Y0.1 ,2.0
Mg0.8 Ni0.15 Y0.05 ,1.0
Mg0.76 Zn0.2 La0.04 ,1.0
Al0.45 Si0.35 Mn0.2 ,1.0
Al0.92 Nb0.02 Ce0.06 ,1.0
Al0.8 Ni0.18 La0.02 ,1.0
B0.32 C0.2 Co0.48 ,2.0
Al0.8 Mn0.08 Ni0.12 ,2.0
Be0.3 Si0.1 Ti0.6 ,2.0
Al0.7 Si0.05 Cr0.25 ,2.0
Mg0.6 Al0.2 Zn0.2 ,2.0
B0.4 Al0.2 Ni0.4 ,1.0
Al0.85 Ni0.1 Y0.05 ,1.0
Al0.65 Si0.175 Ni0.175 ,1.0
Si0.75 Ti0.22 Zr0.03 ,1.0
Al0.94 Nd0.06 ,2.0
Al0.8 Mn0.06 Ni0.14 ,2.0
Al0.87 Ni0.05 Y0.08 ,1.0
B0.38 Al0.2 Co0.42 ,1.0
Mg0.85 Ni0.1 La0.05 ,1.0
Al0.85 Ni0.1 Zr0.05 ,1.0
Al0.65 Si0.1 Cr0.25 ,2.0
Al0.89 Y0.11 ,1.0
Al0.92 Ni0.02 Nd0.06 ,2.0
Mg0.85 Ni0.1 Ce0.05 ,1.0
Al0.6 Si0.15 Cr0.25 ,2.0
Mg0.5 Al0.3 Zn0.2 ,2.0
Al0.8 V0.05 Cu0.15 ,1.0
Mg0.8 Cu0.15 Y0.05 ,1.0
Al0.9 Fe0.05 Ce0.05 ,1.0
Al0.9 Ni0.04 Nd0.06 ,1.0
Al0.94 Sm0.06 ,2.0
Al0.85 Ni0.1 Mo0.05 ,1.0
Al0.55 Si0.2 Cr0.25 ,2.0
Al0.9 Co0.05 Ce0.05 ,1.0
Al0.9 Ni0.05 La0.05 ,2.0
Mg0.85 Ni0.1 Nd0.05 ,1.0
Mg0.85 Cu0.1 Ce0.05 ,1.0
Al0.9 Ni0.05 Ce0.05 ,2.0
Mg0.4 Al0.4 Zn0.2 ,2.0
Al0.8 Ni0.2 ,2.0
Al0.9 Cu0.05 La0.05 ,1.0
B0.5 C0.04 Ni0.46 ,2.0
Mg0.85 Y0.15 ,1.0
Al0.9 Cu0.05 Ce0.05 ,2.0
Al0.94 Gd0.06 ,2.0
Al0.84 Ni0.1 Y0.06 ,0.0
Al0.78 Ni0.2 La0.02 ,1.0
Mg0.75 Zn0.22 La0.03 ,1.0
Mg0.84 Cu0.01 Y0.15 ,1.0
Mg0.85 Cu0.1 Nd0.05 ,1.0
Al0.75 V0.15 Cu0.1 ,2.0
Al0.9 Ni0.05 Nd0.05 ,1.0
Al0.88 Y0.12 ,1.0
Al0.84 Ni0.1 Zr0.06 ,1.0
Mg0.74 Zn0.22 La0.04 ,1.0
Mg0.83 Mn0.02 Y0.15 ,2.0
B0.42 C0.1 Ni0.48 ,1.0
Al0.91 Ni0.02 La0.07 ,1.0
Al0.65 Ti0.35 ,2.0
Al0.93 Ce0.07 ,1.0
B0.34 Al0.24 Co0.42 ,1.0
B0.38 C0.14 Ni0.48 ,1.0
Be0.3 Si0.05 Ti0.65 ,1.0
Al0.89 V0.05 Ce0.06 ,2.0
Al0.9 Ni0.05 Sm0.05 ,1.0
Al0.8 Cu0.2 ,2.0
Al0.89 Ni0.04 La0.07 ,1.0
Mg0.81 Mn0.04 Y0.15 ,2.0
Al0.76 Mn0.155 Cu0.085 ,2.0
Al0.57 Si0.15 Cr0.28 ,2.0
Al0.52 Si0.25 Fe0.23 ,1.0
Al0.5 Si0.25 Mn0.25 ,2.0
B0.34 Al0.2 Fe0.46 ,1.0
Al0.77 V0.03 Cu0.2 ,2.0
Be0.25 Si0.15 Ti0.6 ,2.0
Al0.85 Cu0.06 Y0.09 ,1.0
Al0.89 Mn0.05 Ce0.06 ,2.0
Al0.82 Ni0.13 Zr0.05 ,1.0
Al0.9 Ni0.05 Gd0.05 ,1.0
Mg0.8 Ni0.1 Y0.1 ,1.0
Mg0.84 Y0.16 ,1.0
Mg0.83 Ni0.12 Nd0.05 ,1.0
Al0.85 Ni0.05 Y0.1 ,1.0
Al0.4 Si0.35 Mn0.25 ,2.0
Al0.84 Ni0.08 Zr0.08 ,1.0
Al0.76 Ni0.22 La0.02 ,1.0
Al0.88 Cu0.07 Ce0.05 ,2.0
Al0.87 Y0.13 ,1.0
Al0.83 Ni0.1 Zr0.07 ,1.0
Al0.6 Si0.1 Cr0.3 ,2.0
Al0.75 V0.1 Cu0.15 ,1.0
Mg0.8 Cu0.1 Y0.1 ,1.0
Al0.87 Ni0.08 La0.05 ,1.0
Al0.7 Ti0.2 Cu0.1 ,2.0
Mg0.85 Y0.1 Ag0.05 ,2.0
Al0.85 Mn0.1 Ce0.05 ,2.0
Al0.87 Ni0.08 Ce0.05 ,1.0
Al0.75 Fe0.14 Ni0.11 ,1.0
Al0.52 Si0.25 Co0.23 ,1.0
Mg0.75 Zn0.25 ,1.0
Si0.8 Ti0.15 Zr0.05 ,1.0
Al0.92 La0.08 ,1.0
Al0.88 Ni0.06 La0.06 ,1.0
Al0.85 Fe0.1 Ce0.05 ,1.0
Mg0.7 Al0.05 Zn0.25 ,1.0
Mg0.75 Ni0.2 Y0.05 ,1.0
Al0.8 Ni0.15 Y0.05 ,1.0
Al0.86 Ni0.09 La0.05 ,0.0
Al0.87 Ni0.08 Nd0.05 ,1.0
B0.36 C0.12 Co0.52 ,2.0
B0.42 C0.08 Ni0.5 ,1.0
Al0.78 Fe0.1 Ge0.12 ,1.0
Al0.9 Ni0.02 La0.08 ,1.0
Be0.3 Ti0.7 ,2.0
Be0.4 Ti0.5 Zr0.1 ,1.0
Mg0.8 Cu0.08 Y0.12 ,1.0
Al0.6 Ti0.4 ,2.0
Mg0.9 Ce0.1 ,2.0
B0.32 C0.16 Co0.52 ,1.0
Al0.92 Ce0.08 ,1.0
Mg0.65 Al0.1 Zn0.25 ,1.0
Al0.8 Ni0.15 Zr0.05 ,1.0
B0.38 C0.12 Ni0.5 ,1.0
Mg0.72 Zn0.25 La0.03 ,1.0
Al0.86 Y0.14 ,1.0
B0.28 C0.2 Co0.52 ,2.0
Al0.85 Co0.1 Ce0.05 ,1.0
Mg0.8 Ni0.15 La0.05 ,1.0
Al0.9 Nb0.05 Ce0.05 ,2.0
Al0.87 Ni0.08 Sm0.05 ,1.0
Si0.88 Ti0.02 Zr0.1 ,2.0
Al0.82 Ni0.1 Zr0.08 ,2.0
Al0.9 Nb0.02 Ce0.08 ,1.0
Al0.74 Ni0.24 La0.02 ,1.0
Mg0.775 Mn0.1 Y0.125 ,2.0
Si0.8 Ti0.14 Zr0.06 ,1.0
Al0.78 Co0.1 Ge0.12 ,1.0
Al0.85 Ni0.1 La0.05 ,1.0
Al0.52 Si0.25 Ni0.23 ,1.0
Be0.25 Si0.1 Ti0.65 ,2.0
Al0.75 V0.05 Cu0.2 ,1.0
Al0.8 Ni0.15 Mo0.05 ,1.0
Si0.86 Ti0.04 Zr0.1 ,2.0
Al0.89 Cr0.03 Ce0.08 ,2.0
B0.34 Al0.2 Co0.46 ,1.0
Al0.88 Ni0.06 Nd0.06 ,1.0
Mg0.7 Cu0.27 Au0.03 ,1.0
Al0.88 V0.04 Ce0.08 ,2.0
Al0.87 Ni0.07 Ce0.06 ,1.0
Al0.85 Ni0.1 Ce0.05 ,1.0
Al0.79 Ni0.16 Zr0.05 ,1.0
Al0.87 Ni0.08 Gd0.05 ,1.0
Al0.92 Nd0.08 ,1.0
Mg0.17 Al0.71 Pd0.12 ,1.0
Mg0.7 Ni0.3 ,2.0
Mg0.4 Ca0.6 ,1.0
Mg0.9 Nd0.1 ,2.0
Mg0.8 Cu0.15 La0.05 ,1.0
Al0.82 Ni0.08 Y0.1 ,1.0
Al0.85 Cu0.1 La0.05 ,2.0
Al0.88 Ni0.05 La0.07 ,1.0
Al0.9 Ni0.02 Nd0.08 ,1.0
Mg0.85 Y0.05 Ag0.1 ,2.0
Mg0.8 Ni0.05 Y0.15 ,2.0
Mg0.8 Cu0.15 Ce0.05 ,1.0
Al0.85 Ni0.1 Nd0.05 ,1.0
Al0.85 Cu0.1 Ce0.05 ,1.0
Mg0.44 Al0.43 Pd0.13 ,2.0
Al0.75 V0.1 Ge0.15 ,2.0
B0.38 Al0.16 Ni0.46 ,1.0
