formula,target
Mg0.95Ti0.05B2,38.5
Mg0.5Al0.5B2,12.9
Mg1B1.5C0.5,27.25
Mg0.4Al0.6B2,8.925
Mg0.95Cr0.05B2,0.0
Mg1B1.4C0.6,19.45
Mg1B1.84F0.16,16.0
Be0.858Cu0.142,0.56
Mg0.95Mn0.05B2,30.0
Mg0.31Al0.69B2,11.1
Mg0.95Fe0.05B2,29.5
Mg0.23Al0.77B2,5.1
Be0.95Os0.05,0.57
B12Y1,4.7
Mg0.95Cu0.05B2,37.75
Mg0.15Al0.85B2,0.0
Mg0.95Zn0.05B2,38.3
Mg0.9Zn0.05Al0.05B2,38.5
Be0.95Ir0.05,0.0
Zr0.984Lu0.016B12,5.65
Zr0.985Lu0.015B12,5.67
C2Na1,5.0
Mg0.9Ti0.1B2,38.3
Al1B2,0.0
B12Yb0.01Zr0.99,4.4
Zr0.993Lu0.007B12,5.97
B12Zr1,6.0335714285
Mg0.88Sc0.12B2,30.0
C60Sb2F12,0.0
Cs1Rb2C60,31.075
Be13La1,0.0
Be17Zr2,0.0
Mg0.9Fe0.1B2,34.0
Mg0.95Zr0.05B2,37.7
Be0.62Si0.38,9.0
C16Rb1,0.0
Mg0.9Co0.1B2,34.5
Be5Co1,0.0
Zr0.935Lu0.065B12,4.77
Be6Ga1,6.0
Be13Ce1,0.0
Zr0.926Lu0.074B12,4.78
Be17Nb2,1.47
Mg0.9Cu0.1B2,38.6
Mg0.9Zn0.1B2,38.4
C60Rb4,29.0
Mg0.8Zn0.1Al0.1B2,34.0
Na0.33H2.86Co1O3.42,4.5
C6Ca1,11.303
Mg0.8Ti0.2B2,37.8
C60Sr4,4.4
H2Ti1,0.0
O2,0.65
Y1Ba2Cu3O6050,22.0
Na0.3Co1H2.8O3.4,4.5
Cs2Rb1C60,33.0
Mg0.73Sc0.27B2,6.0
Na0.3Co0.985Mn0.015H2.6O3.3,3.34
B4Sc1,0.0
Na0.24Co1H2.6O3.3,3.51
Na0.25Co1H2.6O3.3,4.7
Na0.26Co1H2.6O3.3,3.236666667
Na0.3Co0.995Mn0.005H2.6O3.3,4.05
Na0.28Co1H2.6O3.3,4.48
Na0.29Co1H2.6O3.3,3.955
Na0.3Co1H2.6O3.3,4.5575
Na0.31Co1H2.6O3.3,4.27
Na0.32Co1H2.6O3.3,2.825
Na0.33Co1H2.6O3.3,2.2
Na0.34Co1H2.6O3.3,2.65
Na0.346Co1H2.6O3.3,4.81
Na0.35Co1H2.6O3.3,4.66
Na0.38Co1H2.6O3.3,2.8
Mg0.9Zr0.1B2,37.3
Na0.4Co1H2.6O3.3,2.0
Mg0.7Zn0.15Al0.15B2,28.6
Bi1.6Pb0.4Sr2Cu3Ca2O1013,102.0
Na0.45Co1H2.6O3.3,2.0
Be8.5Rh1,0.0
Na0.75Co0.99Ir0.01H2.6O3.3,3.54
Na0.75Co0.995Ga0.005H2.6O3.3,3.465
Na0.75Co0.9975Ga0.0025H2.6O3.3,3.98
Na0.75Co0.999Ga0.001H2.6O3.3,4.19
Na0.75Co0.9995Ga0.0005H2.6O3.3,4.484999999999999
Na0.75Co1H2.6O3.3,4.533333333
Be21Co5,0.0
Mg0.8Cu0.2B2,38.6
Mg0.983Al0.017B1,35.9
Mg1.98Mn0.02B2,36.9
Mg1.985Mn0.015B2,37.4
Mg1.99Mn0.01B2,37.6
Mg1.995Mn0.005B2,37.7
Be5Ga1,5.8
Mg0.75Fe0.25B2,32.0
Mg0.8Zn0.2B2,38.4
Mg0.927Al0.073B1,33.0
Mg1B0.9C0.1,30.0
Mg1B0.96C0.04,35.5
Mg1B0.85C0.15,24.0
Mg0.75Co0.25B2,34.0
C60Tb2.75,5.4
Mg0.6Zn0.2Al0.2B2,7.5
Be21Ni5,0.72
Mg0.94Ir0.06B2,28.1
Ca1Li2,13.0
Mg0.6Ti0.4B2,37.5
Mg0.94Pb0.06B2,35.0
Be13Lu1,0.0
C60Yb2.75,3.8
Be13Hf1,0.0
Be13W1,4.1
Ba4C60,6.75
Be13Os1,0.0
Mg0.8Zr0.2B2,37.3
Na0.22Co1H1.8O2.85,4.45
Be13Ir1,0.0
Na0.3Co1H1.8O2.9,0.0
Mg0.4Zn0.3Al0.3B2,0.0
Li2.6Ti1.7O4,11.4
Be12Ta1,0.0
Mg0.4Ti0.6B2,37.6
Be12W1,0.0
C8Rb1,0.01205
N12.8Nb1,16.1
Li1Ti1O4,12.15
C60Yb3.5,6.0
B0.978C0.022Si1,1.35
Li2.6Ti1.9O4,11.2
Be12Mg1Re1,10.1
C13La1,4.8
Mg0.9Pb0.1B2,34.0
Y0.9Fe0.1B6,3.3
B2Nb0.3,6.1
Cs1.2Tl2.4C60,29.5
B12Ho1,0.0
B6Ce0.01Y0.99,0.0
Rb2.7Tl2.2C60,23.2
Mg0.5Co0.5B2,31.5
Na0.35Co1H1.3O3.3,3.7
B12Er1,0.0
B6Y1,5.692857143
Mg0.2Zn0.4Al0.4B2,0.0
B12Tm1,0.0
Mg0.88Ir0.12B2,18.0
Y0.95Ce0.05B6,1.6
Be2Ti1,0.0
Be17Ru3,0.0
Al4C3,0.0
C1Si1,1.075
Al1N1,1.55
U0.9535Th0.0465Be13,0.415
U0.9545Th0.0455Be13,0.46
U0.957Th0.043Be13,0.5315
U0.962Th0.038Be13,0.546
U0.9622Th0.0378Be13,0.557
B12Lu1,0.435
Be13U0.9645Th0.0355,0.55
B0.039C0.961Si1,1.4
U0.97Th0.03Be13,0.602666667
Y0.9La0.1B6,6.8
U0.974Th0.026Be13,0.58
Be13U0.9755Th0.0245,0.59
Be13Th1,0.0
U0.978Th0.022Be13,0.539
Na0.35Co1H1.4O2,4.7
Be13U0.9807Th0.0193,0.48
U0.9815Th0.0185Be13,0.519
U0.9822Th0.0178Be13,0.519
U0.983Th0.017Be13,0.525
Be13U0.9899Th0.0101,0.65
U0.99Th0.01Be13,0.624
U0.9911Th0.0089Be13,0.66
Be13U0.9934Th0.0066,0.67
Be3Cu1,0.0
U0.9981Th0.019Be13,0.573
U0.9397Th0.0603Be13,0.344
U0.948Th0.052Be13,0.38
Be13U1,0.917754545
U1Be12.9896B0.0104,1.89
U1Be12.9701B0.0299,1.66
U1Be12.9558B0.0442,0.988
B2Sc1,0.0
Y0.8La0.2B6,5.8
Li1.333Ti1.667O4,0.0
Ba6C60,7.0
C6Sr1,1.65
Mg0.854Au0.146B2,25.6
Li1.25Ti1.75O4,0.0
Be2Cr1,0.0
B2Ti1,0.0
Be5Ru1,0.0
Li2.6Ti2.7O4,10.9
Li1.22Ti1.78O4,0.0
Li1.2Ti1.8O4,0.0
Be3Ga1,6.7
Y0.65La0.35B6,4.0
Li1.18Ti1.82O4,0.0
Be5Rh1,0.0
Li1.16Ti1.84O4,8.3
Li1.15Ti1.85O4,0.0
Y0.6La0.4B6,4.4
Li1.12Ti1.88O4,9.9
Be2Mn1,0.0
B2V1,0.0
Be5Pd1,0.0
B2Nb0.4,6.57
C1S1,9.0
Li1.1Ti1.9O4,10.05
Li1.08Ti1.92O4,11.8
Li1.07Ti1.93O4,11.05
Y0.5La0.5B6,1.6
Li0.8Fe1.2S0.41H1O1,0.0
Li1.05Ti1.95O4,11.25
Be17Hf2,0.0
Li1.04Ti1.96O4,12.1
Li1.035Ti1.965O4,11.75
Be0.9Os0.1,0.0
Be17Ta2,0.0
Th0.93Zr0.07B12,5.5
Li1Ti2O4,11.87272727
Li0.98Mg0.02Ti2O4,11.9
Be2Fe1,0.0
B2Cr1,0.0
Li1Ti1.91Cu0.09O4,14.4
C8Cs1,0.0675
N1S1,0.2175
Li1V2O4,0.0
K3Tl4.5C60,0.0
Be4.4Rh1,0.0
Ca24Al28O66,0.195
Li0.33V2O5,8.5
Cs3Hg3.3C60,29.0
Ga0.03Mg0.97,0.0
Al0.9Li0.1,1.29
Li0.8Fe1.2Se0.1S0.9H1O1,0.0
Al0.11Mg0.89,0.0
B0.86Ba0.14,0.0
Y1B2C2,1.8
B2Nb0.5,7.56
Na0.33V2O5,7.666666667
Al0.39Mg0.61,1.5
Al2Mg3,0.0
B6La1,2.05
Sm1Ba-1Cu3O6.94,86.3
Li1Ti1,0.0
C1K1,0.55
Al0.95Li0.05,1.13
Al2Mg2,0.84
Li0.8Fe1.2Se0.23S0.77H1O1,11.0
B6Ce1,0.0
Al0.6Mg0.4,1.7
Al3Mg2,0.855
Mg0.764Au0.236B2,24.5
Al0.28Mg0.18,1.63
Al0.61Mg0.39,0.85
Na1Al1Si1,7.2
B6Pr1,0.0
Mg8.8Al0.2Si5,0.0
C0.8Zr0.2,0.0
B6Nd1,3.0
Mg1.4Al0.6Si1,6.0
Mg4Al1Si3,5.2
Li0.8Fe1.2Se0.34S0.66H1O1,18.4
Be2Ga1,6.3
Mg1Al1Si1,6.0
H0.7Nb0.3,0.0
Al0.964Ge0.036,2.74
Al0.97Li0.03,1.05
Al0.99Li0.01,1.07
Al0.992Cu0.008,0.5660000000000001
Al0.996Co0.004,0.0
Al0.997Er0.003,1.658
Ag0.002Al0.998,0.262
Al0.999Fe0.001,1.048
Al1,0.6270166665
Al99.925Mn0.075,0.7
B6Sm1,0.0
Ba1C6,0.0
Na14Si36,0.0
Ca1Ti1O3,0.0
Be3Nb1,0.0
B6Eu1,0.0
N0.3S0.7,0.275
B2Nb0.6,8.04
Nb1B2O2,0.0
Li0.8Fe1.2Se0.47S0.53H1O1,24.2
B6Gd1,0.0
H0.5Li1Nb1O2,5.5
B0.057Si0.943,0.34
C1Sc1,0.0
B1Ti1,0.0
B6Tb1,0.0
Li0.5Ti1N1Cl1,16.5
Zr0.12N1Cl1,12.7
O3Ti2,0.0
C0.96Sc1,0.0
K1Na2,0.0
Na0.74Co1O2,0.0
Na0.72Co1O2,0.0
B6Dy1,0.0
C1Ca3Cu2O7.2,0.0
Sr1Na1Cu1C1O5,0.0
Na0.6Co1O2,0.0
C1Ca3Cu2O7.1,47.0
Li0.8Fe1.2Se0.59S0.41H1O1,32.0
C1Ca3Cu2O7,0.0
B6Ho1,0.0
Na0.48Co1O2,0.0
Al20.3V2,1.49
Ca0.86Sr0.14Cu1O4,0.0
Ga0.05V2Al20,1.53
Na0.35Co1O2,0.0
Ga0.1V2Al20,1.53
H2Zr1,0.0
N1Sc1,0.0
B1V1,0.0
C1Ti1,0.0
B3Nb1,9.96
O3V2,0.0
Si,5.864761905
H0.3Li1Nb1O2,5.5
Ga0.15V2Al20,1.53
Ga0.2V2Al20,1.655
N0.97Sc1,0.0
Ga0.3V2Al20,1.5175
B6Yb1,0.0
Li0.8Fe1.2Se0.72S0.28H1O1,35.0
B2Nb0.7,7.96
Co1O2,0.0
Cu0.25C0.75Ca3Cu2O6.85,47.0
Al4Ca1,0.0
Ba0.4K0.6O3,7.0
B2.8Nb1,9.96
B1Cr1,0.0
C1V1,0.0
N1Ti1,5.387499999999999
Li0.8Fe1.2Se0.78S0.22H1O1,35.6
N0.99Ti1,4.38
Sc1C0.75Ge0.01,4.25
C3Sc4,0.0
Nb0.75Mg0.25B2,4.5
Li1Fe1P1,4.965
Ca1Mg2,0.0
C8K1Hg1,1.88
K1Hg1C8,1.864
B5Mo1.7Ti0.3,7.1
Na0.5Ti1N1Cl1,16.3
Al0.2B5Mo1.8,5.7
Li0.8Fe1.2Se0.84S0.16H1O1,38.6
Ca4Al2Fe2P2O6,17.1
B5Mo1.7V0.3,5.5
O1.07Ti1,1.0
B5Nb1.8V0.2,2.5
O1.06Ti1,0.54
Ca1Al2Si2,0.0
Mn2O3,0.0
Ca4Al2Fe2P2O5.8,17.0
C0.922V1,0.0
Ca3Al2Fe2P2O5,16.6
Al0.9Ge0.1,6.45
Be0.86Pb0.14,9.7
Cu0.5C0.5Ca3Cu2O6.6,57.0
C1Nb0.1Ti0.9,0.0
B5Mo1.8Sc0.2,8.8
Ca1Ni1B1N1,2.08
Li1Nb1O2,0.0
Al2Ca1Si1,5.8
Ca2Al3Si4,6.2
N1V1,8.528333333500001
B5Nb1.9Sc0.1,6.6
O1Ti1,0.72
B2.6Nb1,10.9
Y1V2Al20,0.69
P1,6.728571429
B5Nb1.9Ti0.1,4.0
Ca2Al2.73Si4.27,6.4
Li0.8Fe1.2Se0.92S0.08H1O1,0.0
N0.99V1,7.91
Ca2Al2.39Si4.61,5.4
Li0.84H1Fe1.14Se1O1,42.0
Y0.7Ca0.3C2,2.4
Y0.5Ca0.5Ti1O3,0.0
Na0.16Ti1N1Cl1,14.0
C6Yb1,6.496666667
N0.84Ti1,0.0
Li1.2Rh1B1.5,2.5
O0.95Ti1,0.8
Al12Mo1,0.0
Al3Ti1,0.0
B5Nb1.9Y0.1,9.3
B5Nb1.8Zr0.2,5.9
B2.5Nb1,6.4
N6Tb1,0.0
B2Nb0.8,4.55
O0.92Ti1,0.72
Sr1.3K0.7Cu1C1O5,20.0
B5Mo0.2Nb1.8,4.3
Li0.8Fe1.2Se1H1O1,40.45
O0.91Ti1,0.7
Al2Ca1,0.0
O1Ti1.1,0.0
Ti1N1Cl1,0.0
B0.72Mo0.28,0.0
B5Nb1.8Ru0.2,6.0
Cu0.75C0.25Ca3Cu2O6.5,0.0
B5Mo1.69Zr0.31,11.2
Li1.4Zr1N1Cl1,10.0
Ca2Cu1O3,0.0
Ca1Si3,4.25
C1Mn1,0.0
Cr1N1,0.0
Al3V1,0.0
Sr1.4K0.6Cu1C1O5,21.0
O0.86Ti1,0.47
B5Mo1.9Y0.1,8.0
B5Mo1.7Nb0.3,8.3
Ca1Al1.4Si0.6,4.6
Nb0.1Ti0.9N0.98,6.48
B5Mo1.9Zr0.1,8.9
Al0.85Zn0.15,0.0
B2Nb0.83,9.77
Ca1Al1.3Si0.7,4.5
B2.5Mo1,7.775
B5Mo2,0.0
Ca0.5Zn0.5Fe2O4,0.0
Ca1Al1.25Si0.75,4.4
B2.4Nb1,9.96
Ca1Al1.2Si0.8,5.21
Ca1Al1.1Si0.9,6.63
B2Nb0.84,9.1
Al2Sc1,0.0
Ca1Al1Si1,6.183529412
H0.5V1,0.0
Ca1Al0.9Si1.1,5.57
Sr0.7Ca0.3Ti1O3,0.525
Mo0.816Zr0.034B2,8.14
Sr1.5K0.5Cu1C1O5,20.0
Ca0.31Sr0.7Ti1O3,0.1
Ca1Al0.8Si1.2,4.05
Y0.8Ca0.2C2,2.82
Ca1Al0.74Si1.26,2.46
Fe2As2Ca4Sc2Ti3O13,36.0
Fe2As2Ca6Al1.32Ti2.68O12,36.0
B2.34Nb1,9.16
Pr1Ti2Al20,0.19
La1V2Al20,0.0
Li1.3Zr1N1Cl1,11.0
N0.82V1,2.9
B2V3,0.0
Sc0.9Y0.1Ni2B2C1,15.1
La1B2C2,0.0
B2.32Nb1,9.8
Li1Rh1B1.5,2.5
K0.5Ti1N1Cl1,16.15
Y0.7Ca0.3Ti1O3,0.0
Si10.9V3B0.1,15.8
Mg0.618Au0.382B2,0.0
Pr1V2Al20,0.029666667
Si10.9V3C0.1,16.4
Ca1Si2.2,1.37
Sr1.7Na0.3Cu1C1O5,0.0
N0.8V1,4.54
Si10.9V3Al0.1,14.05
Sr1.6K0.4Cu1C1O5,23.0
B2Mo0.84,0.0
H0.32V0.68,0.0
Ca1.702Cu0.851Cl1.851Na0.149O2.404,15.0
Mo0.8448Zr0.0352B2,8.11
Be2Zr1,0.0
Be5Os1,9.2
S1,13.0
Nb0.9Mg0.1B2,4.5
N0.9Nb0.114Ti0.886,10.1
B2.26Nb1,9.2
Li0.68Nb1O2,5.15
Ca1Si1.9,1.35
Cu0.5S0.5Sr2Ca2Cu3O12,100.0
Li0.34K1Ca2Nb3O10,5.405
Sc0.8Y0.2Ni2B2C1,14.8
Na0.3Mo1O3,0.0
B1.92Nb0.86,0.0
Mg0.94Tl0.06,0.0
Ca2Nb1O4,8.9
N0.75V1,2.3
Sr1.7K0.3Cu1C1O5,16.0
Be5Ir1,1.5
B5Hf0.2Nb1.8,3.6
B2Nb0.9,3.64
Ca1.737Cu0.868Cl1.868Na0.132O2.263,21.0
Fe2As2Ca6Al1Ti3O11,32.0
Mo0.8736Zr0.0364B2,7.92
Al1C1V2,0.0
Ca1Cu1O2,0.0
B2.2Nb1,6.305
Sr1.75K0.25Cu1C1O5,13.0
Ca1Al0.9Ga0.1Si1,6.54
Ba0.6K0.4O3,30.7
C0.7N0.3Sr2Cu1O5.55,31.0
Fe2As2Ca5Al1.5Ti1.5O9,15.0
Sr1.85Na0.15Cu1C1O5,0.0
Sc1Si2,0.0
Al2C1Ti3,0.0
Be2Nb1,2.15
Be5Pt1,2.3
Li0.9Mo6O17,2.891666667
Zr0.96V0.04B2,8.7
Sr1.8K0.2Cu1C1O5,0.0
Ca1.5Na0.5Cu1Cl2O2,28.5
Y0.9Ca0.1C2,3.15
N0.6Ti1,1.17
K1Ca2Nb3O10,1.0
C0.8N0.2Sr2Cu1O5.45,31.0
Zr0.95V0.05B2,8.2
C0.7N0.3Sr2Cu1O5.45,31.0
Al1Sr2Ca2Cu3O10.1,76.0
Sc0.7Y0.3Ni2B2C1,14.5
B1Sr2Ca4Cu5O13,85.0
N0.7V1,2.03
Ca1.808Cu0.904Cl1.904Na0.096O2.192,26.0
B1Sr2Ca3Cu4O11,110.0
B5Hf0.2Mo1.8,8.4
C1Sr2Cu1O5.35,0.0
Ca0.75K0.25Cu1Cl2O2,24.0
C0.9N0.1Sr2Cu1O5.35,13.0
B1Sr2Ca2Cu3O9,75.0
C0.8N0.2Sr2Cu1O5.35,31.0
Ca0.85K0.15Cu1Cl2O2,24.0
C0.7N0.3Sr2Cu1O5.35,35.0
Ca1.6Na0.4Cu1Cl2O2,27.8
Al1Sr2Ca2Cu3O9.9,77.0
Li1Zn1,0.0
Au1Be5,0.0
C0.7Nb0.3,6.0
C8Rb1Hg1,1.41
Rb1Hg1C8,1.43
Ca1Cu1Cl2O2,0.0
Sr0.4Ca13.6Cu24O41.84,10.0
Fe2As2Ca5Mg0.8Ti3.2O9.8,39.0
Fe2As2Ca5Sc2Ti2O10.5,33.0
Y1Cu2.97Zn0.03O7,81.5
Ca14Cu24O40.93,8.0
C0.8N0.2Sr2Cu1O5.3,33.0
Y1Cu2.98Zn0.02O7,84.5
Sr0.925Ca0.075Ti1O3,0.5
Fe2As2Ca5Mg1Ti3O9.5,36.0
Y1Cu2.99Zn0.01O7,86.6
Ca1.65Na0.35Cu1Cl2O2,28.0
Sc1Co4B4,0.0
Sr1.9K0.1Cu1CO5,0.0
Al1Sr2Ca2Cu3O9.7,72.0
Zr0.99V0.01B2,6.4
Sr0.4Ca13.6Cu24O41,0.0
Y1Ba2Cu3H5O7,0.0
B2.1Nb1,7.45
Ca1.7Na0.3Cu1Cl2O2,27.6
Y0.9Ca0.1Ti1O3,0.0
Au0.2B5Mo1.8,4.5
Ca1.883Cu0.941Cl1.941Na0.059O2.117,26.0
Ca1.9Na0.1Ca1Cu2Cl2O4,0.0
Mg24Y5,0.0
B2Zr1,2.75
Si2Ti1,0.0
Be2Mo1,0.0
Nb1B0.6O2,0.0
Mo0.9216Zr0.0384B2,7.51
K0.3Mo1O3,0.0
Ca1.75Na0.25Cu1Cl2O2,26.5
Al1Sr2Ca2Cu3O9.5,69.0
B5Nb1.8Th0.2,7.0
Ca1.76Na0.24Cu1Cl2O2,26.9
Fe2As2Ca5Sc2Ti2O10,36.0
Ca2Ru2O7,0.0
Sr1Ca13Cu24O41,11.8
Ca1.8Na0.2Cu1Cl2O2,26.95
Li1Zr1N1Cl1,14.4
Al1C1Cr2,0.0
Ca1.81Na0.19Cu1Cl2O2,27.7
Ca0.86Sr0.14Cu0.96Ga0.04O2,0.0
Sr2Cu1C0.85B0.15O5,32.0
Sr2Cu1C0.86B0.14O5,31.0
Sr2Cu1C0.91B0.09O5,26.5
Ca1.82Na0.18Cu1Cl2O2,27.055
Sr1Ti0.97Zr0.03O3,0.3
Sr2Cu1C0.92B0.08O5,25.0
Sr2Cu1C0.93B0.07O5,23.0
Sr2Cu1C0.94B0.06O5,21.0
Sr2Cu1C0.95B0.05O5,12.5
Ca1.825Na0.175Cu1Cl2O2,26.0
K0.5Mo1O3,4.2
Sr2Cu1C1O5,0.0
Al1Sr2Ca2Cu3O9.3,63.0
Li0.3Ti1.1S2,13.0
Ca1.84Na0.16Cu1Cl2O2,19.7
Sr2Cu1C0.985B0.015O5,0.0
Ca1.843Na0.157Cu1Cl2O2,25.0
Sr2Cu1C0.983B0.018O5,0.0
C2Cr3,0.0
Sr1Ti1O3,0.79475
O3Sr1Ti1,0.213333333
As0.1P0.9,9.9
Ca1.85Na0.15Cu1Cl2O2,24.225
Sr2Cu1C0.973B0.027O5,0.0
